"","team","passer","time","mins","secs","x.start","y.start","x.end","y.end","outcome","assist","key","headed","throw","receiver"
"922","Liverpool","Joseph Gomez",4751,79,11,68.2,2,54.5,17.7,"completed","0","0","0","0","James Milner"
"923","Liverpool","James Milner",4755,79,15,54.6,20.3,42.5,63.9,"completed","0","0","0","0","Ragnar Klavan"
"924","Liverpool","Ragnar Klavan",4757,79,17,42.5,63.9,48.3,71.5,"completed","0","0","0","0","Alberto Moreno"
"925","Liverpool","Alberto Moreno",4761,79,21,64.7,70.9,62.9,41.8,"completed","0","0","0","0","Jordan Henderson"
"926","Liverpool","Jordan Henderson",4764,79,24,67.3,35.8,58.6,69.4,"completed","0","0","0","0","Alberto Moreno"
"927","Hudd Town","Laurent Depoitre",4764,79,24,39.6,88.2,37,78.5,"failed","0","0","0","0","Alex Oxlade-Chamberlain"
"928","Liverpool","Jordan Henderson",4765,79,25,63.2,39.5,81.2,6.5,"completed","0","0","0","0","Steve Mounie"
"929","Liverpool","Alberto Moreno",4797,79,57,56.8,70.5,42.3,34.5,"completed","0","0","0","0","Joel Matip"
"930","Liverpool","Joel Matip",4799,79,59,43.3,36.1,45.3,54.3,"completed","0","0","0","0","Ragnar Klavan"
"931","Hudd Town","Steve Mounie",4812,80,12,63.9,35.5,69.8,32.4,"completed","0","0","1","0","Emre Can"
"932","Liverpool","Emre Can",4826,80,26,75.7,92.9,76.1,57.2,"completed","0","0","0","0","Dominic Solanke"
"933","Liverpool","Dominic Solanke",4827,80,27,76.1,57.2,71.7,56.9,"completed","0","0","0","0","Jordan Henderson"
"934","Liverpool","Jordan Henderson",4828,80,28,71.7,56.9,75.8,35.2,"completed","0","0","0","0","Joseph Gomez"
"935","Liverpool","Alex Oxlade-Chamberlain",4830,80,30,75.8,35.2,96.2,38.6,"failed","0","0","0","0","Jonas Lössl"
"936","Hudd Town","Jonas Lössl",4836,80,36,11.9,69.9,61.9,92.3,"failed","0","0","0","0","Jordan Henderson"
"937","Liverpool","Joseph Gomez",4841,80,41,41.2,1.4,44.9,18,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"938","Liverpool","Alex Oxlade-Chamberlain",4843,80,43,44.9,18,46.1,22.5,"completed","0","0","0","0","James Milner"
"939","Liverpool","James Milner",4844,80,44,46.1,22.5,33.5,35.4,"completed","0","0","0","0","Joel Matip"
"940","Liverpool","Joel Matip",4847,80,47,33.5,35.4,40.6,66,"completed","0","0","0","0","Ragnar Klavan"
"941","Liverpool","Ragnar Klavan",4850,80,50,41.5,68.5,44.4,76.4,"completed","0","0","0","0","Alberto Moreno"
"942","Liverpool","Alberto Moreno",4851,80,51,44.4,76.4,56.5,81.8,"completed","0","0","0","0","Emre Can"
"943","Liverpool","Emre Can",4852,80,52,56.5,81.8,44.7,75.3,"completed","0","0","0","0","Alberto Moreno"
"944","Liverpool","Alberto Moreno",4854,80,54,44.9,73.8,32.9,44.9,"completed","0","0","0","0","Joel Matip"
"945","Liverpool","Joel Matip",4861,81,1,32.9,44.9,55.4,6.7,"completed","0","0","0","0","James Milner"
"946","Liverpool","Joel Matip",4864,81,4,43.5,53.1,56.2,69.9,"completed","0","0","0","0","Emre Can"
"947","Liverpool","Emre Can",4867,81,7,59.4,73.8,67.6,92.3,"completed","0","0","0","0","Georginio Wijnaldum"
"948","Liverpool","Georginio Wijnaldum",4874,81,14,67.6,95,43.9,83.5,"completed","0","0","0","0","Ragnar Klavan"
"949","Liverpool","Ragnar Klavan",4876,81,16,44.8,74.8,44.9,41.6,"completed","0","0","0","0","James Milner"
"950","Liverpool","James Milner",4881,81,21,44.9,35.4,59.5,7.9,"completed","0","0","0","0","Joseph Gomez"
"951","Liverpool","Joseph Gomez",4885,81,25,59,10.1,67.3,28.9,"completed","0","0","0","0","Jordan Henderson"
"952","Liverpool","Jordan Henderson",4886,81,26,67.3,28.9,58.8,17.6,"completed","0","0","0","0","Joseph Gomez"
"953","Liverpool","Joseph Gomez",4887,81,27,58.8,17.6,53.1,34.5,"completed","0","0","0","0","James Milner"
"954","Liverpool","James Milner",4891,81,31,57.1,46.1,49.4,78.5,"completed","0","0","0","0","Ragnar Klavan"
"955","Liverpool","Ragnar Klavan",4893,81,33,49.4,78.5,58,96,"completed","0","0","0","0","Alberto Moreno"
"956","Liverpool","Alberto Moreno",4896,81,36,58,96,42.3,54.9,"completed","0","0","0","0","Joel Matip"
"957","Liverpool","Joel Matip",4899,81,39,42.6,51.3,57.6,32.7,"completed","0","0","0","0","Jordan Henderson"
"958","Liverpool","Jordan Henderson",4901,81,41,59.4,29.8,71.4,4.6,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"959","Liverpool","Alex Oxlade-Chamberlain",4904,81,44,68.2,4.9,61.8,30.4,"completed","0","0","0","0","James Milner"
"960","Liverpool","James Milner",4906,81,46,56.7,7.4,38.7,27.4,"completed","0","0","0","0","Joseph Gomez"
"961","Liverpool","James Milner",4908,81,48,61.8,30.4,46,33.7,"completed","0","0","0","0","Joseph Gomez"
"962","Liverpool","Joseph Gomez",4910,81,50,46,33.7,47.5,49.7,"completed","0","0","0","0","Joel Matip"
"963","Liverpool","Joel Matip",4911,81,51,47.9,50.7,55.7,68.2,"completed","0","0","0","0","Emre Can"
"964","Liverpool","Emre Can",4915,81,55,60,71.8,69.9,70,"completed","0","0","0","0","Georginio Wijnaldum"
"965","Liverpool","Georginio Wijnaldum",4916,81,56,69.9,70,63.7,55.5,"completed","0","0","0","0","Jordan Henderson"
"966","Liverpool","Joseph Gomez",4920,81,60,36.6,28.6,42,53.3,"completed","0","0","0","0","Joel Matip"
"967","Liverpool","Jordan Henderson",4922,82,2,63.7,55.5,70.5,50.9,"completed","0","0","0","0","Dominic Solanke"
"968","Liverpool","Alex Oxlade-Chamberlain",4925,82,5,81.5,6.1,78.8,16.1,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"969","Liverpool","Jordan Henderson",4927,82,7,77.1,16.2,78.1,18.9,"failed","0","0","0","0","Ragnar Klavan"
"970","Liverpool","Alex Oxlade-Chamberlain",4938,82,18,72.8,0,65,8,"completed","0","0","0","1","Joseph Gomez"
"971","Liverpool","Joseph Gomez",4940,82,20,65,8,53.9,29.7,"completed","0","0","0","0","Joel Matip"
"972","Liverpool","Joel Matip",4942,82,22,53.9,29.7,59.2,23.1,"completed","0","0","0","0","Joseph Gomez"
"973","Liverpool","Dominic Solanke",4944,82,24,70.1,45.4,65.6,32.4,"completed","0","0","0","0","Joseph Gomez"
"974","Liverpool","Joseph Gomez",4947,82,27,61.9,23.1,45.5,36.9,"completed","0","0","0","0","Joel Matip"
"975","Liverpool","Joel Matip",4949,82,29,45.5,36.9,55.2,48.5,"completed","0","0","0","0","Emre Can"
"976","Liverpool","Emre Can",4951,82,31,56,53.4,54.4,78.7,"completed","0","0","0","0","Ragnar Klavan"
"977","Liverpool","Ragnar Klavan",4954,82,34,54.5,76,45.1,52.8,"completed","0","0","0","0","Joel Matip"
"978","Liverpool","Joel Matip",4958,82,38,48.5,50.6,58.5,36,"completed","0","0","0","0","Jordan Henderson"
"979","Liverpool","Jordan Henderson",4960,82,40,58.4,39.1,53.6,44.8,"completed","0","0","0","0","Joel Matip"
"980","Liverpool","Joel Matip",4962,82,42,53.4,44.9,53.5,24.3,"completed","0","0","0","0","Joseph Gomez"
"981","Liverpool","Joseph Gomez",4967,82,47,56.2,20.7,62.4,38.9,"completed","0","0","0","0","Jordan Henderson"
"982","Liverpool","Jordan Henderson",4970,82,50,66.4,43.7,71.9,47.6,"completed","0","0","0","0","Georginio Wijnaldum"
"983","Liverpool","Georginio Wijnaldum",4972,82,52,74.5,47.8,84.6,63.7,"completed","0","0","0","0","Laurent Depoitre"
"984","Liverpool","Joseph Gomez",4977,82,57,64.6,29.4,73.3,3.5,"completed","0","0","0","0","James Milner"
"985","Liverpool","James Milner",4979,82,59,73.1,8,74.8,20.3,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"986","Liverpool","Joseph Gomez",4986,83,6,53.6,26.8,57.2,40.3,"completed","0","0","0","0","Jordan Henderson"
"987","Liverpool","Jordan Henderson",4989,83,9,57.2,40.3,54.3,31,"completed","0","0","0","0","Joseph Gomez"
"988","Liverpool","Joseph Gomez",4990,83,10,54.3,31,44.8,49.9,"completed","0","0","0","0","Joel Matip"
"989","Liverpool","Joel Matip",4991,83,11,44.8,49.9,58.3,72.3,"completed","0","0","0","0","Emre Can"
"990","Liverpool","Emre Can",4997,83,17,68.5,77.5,62.6,94.7,"completed","0","0","0","0","Alberto Moreno"
"991","Liverpool","Alberto Moreno",5000,83,20,60.6,86.6,46.6,96.6,"completed","0","0","0","0","Ragnar Klavan"
"992","Liverpool","Ragnar Klavan",5007,83,27,67.9,98.1,78.5,75.9,"completed","0","0","0","0","Dominic Solanke"
"993","Liverpool","Dominic Solanke",5009,83,29,78.5,75.9,75.5,83.9,"completed","0","0","0","0","Elias Kachunga"
"994","Liverpool","Georginio Wijnaldum",5010,83,30,76.2,82.1,76.1,78.4,"failed","0","0","0","0","Jonathan Hogg"
"995","Hudd Town","Jonathan Hogg",5011,83,31,24.4,19.8,27.3,15,"failed","0","0","0","0","Emre Can"
"996","Hudd Town","Elias Kachunga",5017,83,37,30.3,4.9,27.3,4.4,"completed","0","0","0","0","Ragnar Klavan"
"997","Liverpool","Emre Can",5025,83,45,76.8,96.3,78,93.5,"failed","0","0","0","0","Florent Hadergjonaj"
"998","Liverpool","Ragnar Klavan",5026,83,46,38.5,95.7,47.5,80.5,"completed","0","0","0","0","Emre Can"
"999","Hudd Town","Florent Hadergjonaj",5029,83,49,21.6,12.8,49.2,16.7,"failed","0","0","0","0","Jordan Henderson"
"1000","Liverpool","Ragnar Klavan",5031,83,51,47,85.7,33.8,57.8,"completed","0","0","1","0","Joel Matip"
"1001","Liverpool","Joel Matip",5035,83,55,33.5,55.1,44.6,50.7,"completed","0","0","0","0","James Milner"
"1002","Liverpool","Emre Can",5038,83,58,47.9,74.1,42.4,32.7,"completed","0","0","0","0","Joseph Gomez"
"1003","Liverpool","James Milner",5042,84,2,44.6,48.8,65.2,36,"completed","0","0","0","0","James Milner"
"1004","Liverpool","James Milner",5048,84,8,79.8,37.7,75.7,45.8,"completed","0","0","0","0","Joel Matip"
"1005","Liverpool","Jordan Henderson",5050,84,10,75.7,45.8,92,44.6,"failed","0","0","0","0","Aaron Mooy"
"1006","Hudd Town","Aaron Mooy",5058,84,18,22.3,92,64.1,90.5,"failed","0","0","0","0","Emre Can"
"1007","Liverpool","Joel Matip",5065,84,25,30.4,31.9,42.9,35.1,"completed","0","0","0","0","James Milner"
"1008","Liverpool","James Milner",5067,84,27,44.7,37.6,54.6,46,"completed","0","0","0","0","Jordan Henderson"
"1009","Liverpool","Emre Can",5070,84,30,54.6,46,62.4,25.6,"failed","0","0","0","0","Jonas Lössl"
"1010","Liverpool","Jordan Henderson",5073,84,33,64.2,8.3,72.9,6.1,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"1011","Liverpool","Alex Oxlade-Chamberlain",5076,84,36,72.9,6.1,43.7,11,"completed","0","0","0","0","Joseph Gomez"
"1012","Liverpool","Joseph Gomez",5078,84,38,43.7,11,43.4,35.1,"completed","0","0","0","0","Joel Matip"
"1013","Liverpool","Joel Matip",5081,84,41,44,37,46.1,69.9,"completed","0","0","0","0","Ragnar Klavan"
"1014","Liverpool","Ragnar Klavan",5085,84,45,46.8,73.8,43.1,45.5,"completed","0","0","0","0","Joel Matip"
"1015","Liverpool","Joel Matip",5089,84,49,44.3,46,45.3,29.4,"completed","0","0","0","0","Joseph Gomez"
"1016","Liverpool","Joseph Gomez",5092,84,52,45.3,29.4,53.3,42.8,"completed","0","0","0","0","Emre Can"
"1017","Liverpool","Emre Can",5094,84,54,53.3,42.8,45.5,66.7,"completed","0","0","0","0","Ragnar Klavan"
"1018","Liverpool","Ragnar Klavan",5101,85,1,45.5,66.7,61.4,70.9,"completed","0","0","0","0","James Milner"
"1019","Hudd Town","Jonas Lössl",5119,85,19,13.6,42.2,63.1,94.2,"failed","0","0","0","0","Joseph Gomez"
"1020","Liverpool","Joseph Gomez",5122,85,22,34.9,5.9,73.1,8.2,"failed","0","0","0","0","Laurent Depoitre"
"1021","Hudd Town","Chris Löwe",5123,85,23,28,94.8,35.7,85.1,"completed","0","0","1","0","Aaron Mooy"
"1022","Hudd Town","Aaron Mooy",5126,85,26,34.5,87.1,29.2,94.4,"completed","0","0","0","0","Chris Löwe"
"1023","Hudd Town","Chris Löwe",5128,85,28,29.2,94.4,57.2,83.2,"completed","0","0","0","0","Joseph Gomez"
"1024","Hudd Town","Laurent Depoitre",5131,85,31,57.2,83.2,69.4,100,"failed","0","0","1","0","Dominic Solanke"
"1025","Liverpool","James Milner",5135,85,35,69.6,72.4,69.6,65.7,"completed","0","0","0","0","Georginio Wijnaldum"
"1026","Liverpool","Joseph Gomez",5144,85,44,27.6,0,8.8,23.7,"completed","0","0","0","1","Simon Mignolet"
"1027","Liverpool","Georginio Wijnaldum",5146,85,46,69.6,65.7,77.1,60.5,"completed","1","1","0","0","Chris Löwe"
"1028","Liverpool","Simon Mignolet",5148,85,48,9.7,31.2,21.4,63.7,"completed","0","0","0","0","Ragnar Klavan"
"1029","Liverpool","Ragnar Klavan",5151,85,51,22.7,68.7,31,93.5,"completed","0","0","0","0","Alberto Moreno"
"1030","Liverpool","Alberto Moreno",5153,85,53,31,93.5,38,70.3,"completed","0","0","0","0","Emre Can"
"1031","Liverpool","Emre Can",5154,85,54,38,70.3,32.3,77.8,"completed","0","0","0","0","Alberto Moreno"
"1032","Liverpool","Alberto Moreno",5156,85,56,32.3,77.8,34.7,60.5,"completed","0","0","0","0","Emre Can"
"1033","Liverpool","Emre Can",5162,86,2,35.3,60,26.7,40,"completed","0","0","0","0","Joel Matip"
"1034","Liverpool","Jordan Henderson",5164,86,4,42,27.6,40.4,63.7,"completed","0","0","0","0","Ragnar Klavan"
"1035","Liverpool","Ragnar Klavan",5165,86,5,42.2,68.1,60.6,96.3,"completed","0","0","0","0","Alberto Moreno"
"1036","Liverpool","Alberto Moreno",5168,86,8,60.6,96.3,42,75.9,"completed","0","0","0","0","Ragnar Klavan"
"1037","Liverpool","Ragnar Klavan",5171,86,11,44.7,75.9,40.2,59,"completed","0","0","0","0","Joel Matip"
"1038","Liverpool","Joel Matip",5175,86,15,40.5,57.6,54,53.9,"completed","0","0","0","0","Emre Can"
"1039","Liverpool","Emre Can",5177,86,17,54.4,52.8,66.8,35.5,"completed","0","0","0","0","Jordan Henderson"
"1040","Liverpool","Jordan Henderson",5179,86,19,66.8,35.5,70.3,44.9,"completed","0","0","0","0","Dominic Solanke"
"1041","Liverpool","Dominic Solanke",5180,86,20,70.9,46.7,76,45.4,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"1042","Liverpool","Alex Oxlade-Chamberlain",5181,86,21,76.4,46.4,73.7,52.2,"completed","0","0","0","0","Tom Ince"
"1043","Liverpool","Dominic Solanke",5183,86,23,73.7,52.2,86,42.1,"failed","0","0","0","0","Zanka"
"1044","Liverpool","Joel Matip",5184,86,24,27.2,38.9,40.9,5.5,"completed","0","0","0","0","James Milner"
"1045","Hudd Town","Tom Ince",5187,86,27,23.1,73,22.6,64.3,"completed","0","0","0","0","Emre Can"
"1046","Hudd Town","Zanka",5189,86,29,22.3,63.9,40.9,82.3,"failed","0","0","0","0","Jordan Henderson"
"1047","Liverpool","Emre Can",5194,86,34,68.7,7.9,72.8,16.8,"completed","0","0","0","0","Emre Can"
"1048","Liverpool","James Milner",5218,86,58,42.1,5.3,47.8,16.1,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"1049","Liverpool","Alex Oxlade-Chamberlain",5219,86,59,47.8,16.1,39.7,26.7,"completed","0","0","0","0","Jordan Henderson"
"1050","Liverpool","Alberto Moreno",5227,87,7,55.4,63,58.2,43,"completed","0","0","0","0","Emre Can"
"1051","Liverpool","Emre Can",5228,87,8,58.4,41.6,73.9,38.8,"completed","0","0","0","0","Dominic Solanke"
"1052","Liverpool","Dominic Solanke",5231,87,11,85.6,31.5,95.6,24.4,"completed","0","0","0","0","Laurent Depoitre"
"1053","Liverpool","Jordan Henderson",5234,87,14,95.3,24.4,93.7,34.8,"failed","0","0","0","0","Ragnar Klavan"
"1054","Liverpool","Emre Can",5280,87,60,63.7,37.1,55.4,63,"completed","0","0","1","0","Alberto Moreno"
"1055","Liverpool","James Milner",5281,88,1,36,28.3,41.4,32.1,"completed","0","0","0","0","Georginio Wijnaldum"
"1056","Liverpool","Joel Matip",5281,88,1,25.2,38.9,36,28.3,"completed","0","0","1","0","James Milner"
"1057","Hudd Town","Christopher Schindler",5281,88,1,19.7,93.5,9.6,59.7,"completed","0","0","0","0","Joel Matip"
"1058","Hudd Town","Chris Löwe",5281,88,1,31.9,100,19.7,93.5,"completed","0","0","0","1","Christopher Schindler"
"1059","Liverpool","Dominic Solanke",5281,88,1,43.9,2.3,61.1,7.7,"completed","0","0","0","0","Chris Löwe"
"1060","Liverpool","Joseph Gomez",5281,88,1,22.9,0,43.9,2.3,"completed","0","0","0","1","Dominic Solanke"
"1061","Liverpool","Alex Oxlade-Chamberlain",5281,88,1,59.1,33.4,70.7,51.3,"completed","0","0","0","0","Joseph Gomez"
"1062","Liverpool","James Milner",5281,88,1,27.4,51,37.4,40,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"1063","Hudd Town","Jonas Lössl",5281,88,1,14.5,45.4,72.2,65.2,"failed","0","0","0","0","James Milner"
"1064","Hudd Town","Elias Kachunga",5281,88,1,68.4,34.2,70.2,39.5,"failed","0","0","0","0","Jonas Lössl"
